accommodates,bathrooms,bedrooms,beds,number_of_reviews,review_scores_rating,host_is_superhost,has_license,has_description,has_review,minimum_nights_scaled,is_instant_bookable,is_bathroom_shared,room_type_Hotel room,room_type_Private room,room_type_Shared room,neighbourhood_group_cleansed_Honolulu,neighbourhood_group_cleansed_Kauai,neighbourhood_group_cleansed_Maui,maximum_nights_scaled,neighbourhood_group_1,neighbourhood_group_2,neighbourhood_group_3
4.0,1.0,0.0,1.0,129.0,4.66,0,1,1,1,-0.22744284006911297,0,0,0,0,0,1,0,0,1.245656676506034,0,1,0
4.0,2.0,1.0,1.0,56.0,4.93,1,1,1,1,-0.1546908609359157,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
8.0,2.0,3.0,5.0,3.0,5.0,1,1,1,1,0.7910848677956488,0,0,0,0,0,1,0,0,1.245656676506034,0,0,1
4.0,1.0,2.0,2.0,362.0,4.96,1,1,1,1,-0.2638188296357116,0,0,0,0,0,0,0,0,-1.1668608896001196,0,0,1
4.0,1.0,1.0,1.0,29.0,4.76,1,1,1,1,-0.11831487136931705,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
6.0,2.0,2.0,2.0,156.0,4.71,0,1,1,1,-0.19106685050251432,0,0,0,0,0,1,0,0,1.245656676506034,0,1,0
8.0,2.0,2.0,4.0,14.0,5.0,0,1,1,1,-0.1546908609359157,0,0,0,1,0,1,0,0,-1.2109251373828804,0,1,0
5.0,2.0,2.0,3.0,111.0,4.98,1,1,1,1,-0.19106685050251432,0,0,0,0,0,0,0,0,-1.1712673143783956,0,1,0
4.0,1.0,1.0,2.0,13.0,4.69,0,1,0,1,0.7910848677956488,1,0,0,0,0,1,0,0,1.245656676506034,0,1,0
6.0,1.0,2.0,6.0,107.0,4.88,1,1,1,1,0.7910848677956488,0,0,0,0,0,1,0,0,-0.4287847392388763,0,0,1
4.0,1.0,1.0,2.0,38.0,4.82,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,-0.4287847392388763,0,1,0
7.0,2.0,3.0,4.0,13.0,4.92,0,1,1,1,-0.045562892236119784,0,0,0,0,0,0,0,0,-1.1668608896001196,0,1,0
4.0,2.0,1.0,2.0,96.0,4.83,1,1,1,1,-0.19106685050251432,0,0,0,0,0,0,0,1,-1.1668608896001196,0,1,0
6.0,2.0,2.0,3.0,259.0,4.75,1,1,1,1,-0.11831487136931705,0,0,0,0,0,1,0,0,-1.1690641019892576,0,1,0
4.0,1.0,1.0,1.0,783.0,4.9,1,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,0,-1.2021122878263282,1,0,0
7.0,2.0,2.0,3.0,31.0,4.65,1,1,1,1,-0.11831487136931705,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
2.0,1.0,0.0,1.0,60.0,4.75,0,1,1,1,-0.22744284006911297,0,0,0,0,0,1,0,0,1.245656676506034,0,1,0
1.0,1.0,1.0,1.0,49.0,4.84,1,0,1,1,-0.19106685050251432,0,1,0,1,0,0,0,0,-1.1668608896001196,0,0,1
4.0,1.0,1.0,2.0,7.0,4.86,0,1,1,1,-0.045562892236119784,0,0,0,0,0,0,0,1,-1.2175347745502945,0,1,0
2.0,1.0,1.0,1.0,4.0,5.0,0,0,1,1,-0.19106685050251432,0,1,0,1,0,0,0,0,0.9702551278637789,1,0,0
4.0,1.0,0.0,2.0,788.0,4.83,1,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,0,1.245656676506034,1,0,0
2.0,1.0,0.0,1.0,146.0,4.65,0,1,1,1,-0.22744284006911297,0,0,0,0,0,1,0,0,1.245656676506034,0,1,0
4.0,1.0,1.0,2.0,6.0,4.67,0,1,1,1,-0.045562892236119784,0,0,0,0,0,0,0,1,-1.2175347745502945,0,1,0
5.0,1.0,1.0,3.0,98.0,4.55,1,1,1,1,-0.22744284006911297,0,0,0,0,0,1,0,0,-1.1668608896001196,0,1,0
4.0,1.0,1.0,2.0,354.0,4.97,1,1,1,1,-0.19106685050251432,0,0,0,0,0,0,0,0,-1.1668608896001196,0,1,0
2.0,1.0,1.0,1.0,42.0,4.86,1,0,1,1,-0.19106685050251432,0,1,0,1,0,0,0,0,-1.1668608896001196,0,0,1
4.0,1.0,1.0,2.0,178.0,4.9,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,-0.4287847392388763,0,1,0
4.0,1.0,1.0,1.0,61.0,4.69,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,-0.4287847392388763,0,1,0
5.0,1.0,2.0,4.0,175.0,4.9,1,1,1,1,-0.2638188296357116,0,0,0,0,0,0,0,0,-1.1932994382697761,1,0,0
4.0,1.0,1.0,1.0,71.0,4.79,1,1,1,1,-0.11831487136931705,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
4.0,1.0,1.0,2.0,42.0,4.76,0,1,1,1,-0.1546908609359157,0,0,0,0,0,0,0,1,-1.1668608896001196,0,1,0
2.0,1.0,2.0,2.0,317.0,4.89,1,1,1,1,-0.22744284006911297,0,0,0,0,0,0,0,0,-1.1844865887132239,1,0,0
3.0,1.0,0.0,1.0,29.0,4.69,1,1,1,1,0.7910848677956488,0,0,0,0,0,1,0,0,-0.9685717745776959,0,0,1
5.0,2.0,2.0,3.0,39.0,4.82,1,1,1,1,-0.11831487136931705,0,0,0,0,0,0,0,0,1.245656676506034,0,1,0
4.0,2.0,1.0,3.0,130.0,4.89,1,1,1,1,-0.11831487136931705,1,0,0,0,0,0,0,1,-1.1668608896001196,0,1,0
8.0,2.0,3.0,5.0,73.0,4.75,0,1,1,1,0.2454450242966693,1,0,0,0,0,0,0,0,-0.8363790312294136,0,1,0
8.0,3.0,3.0,4.0,57.0,4.98,1,1,1,1,-0.08193888180271842,0,0,0,0,0,1,0,0,1.245656676506034,0,0,1
4.0,1.0,1.0,2.0,10.0,4.7,1,1,1,1,-0.19106685050251432,1,0,0,0,0,0,0,1,-1.1690641019892576,0,1,0
4.0,2.0,2.0,3.0,9.0,4.78,1,1,1,1,-0.08193888180271842,1,0,0,0,0,1,0,0,1.245656676506034,0,0,1
2.0,4.0,1.0,2.0,29.0,4.72,0,1,1,1,0.7910848677956488,0,1,0,1,0,1,0,0,-0.8363790312294136,0,1,0
8.0,3.0,4.0,5.0,9.0,4.78,0,1,1,1,6.247483302785445,0,0,0,0,0,0,1,0,1.245656676506034,0,0,1
6.0,2.0,2.0,3.0,11.0,4.55,1,1,1,1,-0.08193888180271842,1,0,0,0,0,1,0,0,1.245656676506034,0,0,1
4.0,1.0,1.0,2.0,224.0,4.83,1,1,1,1,-0.19106685050251432,0,0,0,0,0,0,0,1,-1.1734705267675336,0,1,0
8.0,2.0,3.0,5.0,79.0,4.8,0,1,0,1,-0.22744284006911297,1,0,0,0,0,0,1,0,1.245656676506034,0,0,1
6.0,2.0,2.0,5.0,86.0,4.92,1,1,1,1,-0.19106685050251432,0,0,0,0,0,0,0,1,-1.0346681462518372,0,1,0
16.0,5.0,10.0,13.0,33.0,4.91,0,1,1,1,-0.19106685050251432,0,0,0,0,0,0,0,0,-1.1448287657087393,1,0,0
4.0,1.0,1.0,1.0,85.0,4.92,1,1,1,1,-0.19106685050251432,1,0,0,0,0,0,0,1,0.9702551278637789,0,1,0
6.0,2.0,2.0,4.0,70.0,4.79,1,1,1,1,-0.11831487136931705,0,0,0,0,0,0,0,0,1.245656676506034,0,1,0
7.0,2.5784409847881093,3.0,5.0,90.0,4.86,1,1,1,1,-0.2638188296357116,1,0,0,0,0,0,1,0,-0.4287847392388763,0,1,0
6.0,2.0,2.0,4.0,37.0,4.86,0,1,1,1,-0.19106685050251432,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
5.0,2.0,2.0,3.0,37.0,4.76,0,1,1,1,6.247483302785445,0,0,0,0,0,0,0,1,1.245656676506034,0,1,0
7.0,3.0,5.0,6.0,2.0,5.0,0,0,1,1,0.7910848677956488,0,0,0,0,0,1,0,0,1.245656676506034,0,0,1
6.0,3.0,3.0,4.0,23.0,4.91,1,1,1,1,-0.08193888180271842,1,0,0,0,0,1,0,0,1.245656676506034,0,0,1
10.0,4.0,4.0,6.0,7.0,4.57,1,1,1,1,0.06356507646367612,1,0,0,0,0,0,0,0,1.245656676506034,0,1,0
4.0,1.0,2.0,2.0,102.0,4.77,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,-0.41776867729318606,0,0,1
2.0,1.0,0.0,1.0,313.0,4.87,1,1,1,1,-0.2638188296357116,1,0,0,0,0,1,0,0,1.245656676506034,0,1,0
4.0,1.0,1.0,2.0,31.0,4.81,1,1,1,1,0.7910848677956488,0,0,0,0,0,1,0,0,1.245656676506034,0,1,0
4.0,1.0,1.0,2.0,88.0,4.93,1,1,1,1,-0.1546908609359157,1,0,0,0,0,0,0,1,-1.1712673143783956,0,1,0
1.0,4.0,1.0,1.0,50.0,4.62,0,1,1,1,0.7910848677956488,0,1,0,1,0,1,0,0,-0.8363790312294136,0,1,0
4.0,1.0,1.0,1.0,73.0,4.93,1,1,1,1,-0.19106685050251432,1,0,0,0,0,0,0,1,-0.4287847392388763,0,1,0
4.0,1.0,1.0,1.0,31.0,5.0,0,1,1,1,-0.11831487136931705,0,0,0,0,0,0,0,1,-1.1007645179259784,0,1,0
2.0,1.0,0.0,2.0,343.0,4.75,1,1,1,1,-0.2638188296357116,0,0,0,0,0,0,1,0,-1.1866898011023619,0,1,0
6.0,2.0,2.0,4.0,225.0,4.95,1,1,1,1,-0.22744284006911297,0,0,0,0,0,0,0,1,1.245656676506034,0,1,0
5.0,2.0,2.0,4.0,80.0,4.58,0,1,1,1,-0.22744284006911297,0,0,0,0,0,0,0,1,-1.2021122878263282,0,1,0
10.0,3.0,3.0,5.0,16.0,5.0,1,1,1,1,-0.22744284006911297,1,0,0,0,0,0,0,1,-0.8363790312294136,0,1,0
2.0,1.0,1.0,1.0,600.0,4.96,1,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,0,-1.1712673143783956,1,0,0
6.0,3.0,3.0,6.0,27.0,4.74,1,1,1,1,-0.19106685050251432,0,0,0,0,0,0,0,0,-0.4287847392388763,0,1,0
7.0,2.0,2.0,5.0,171.0,4.6,0,1,1,1,-0.2638188296357116,1,0,0,0,0,1,0,0,1.245656676506034,0,1,0
2.0,1.0,0.0,1.0,37.0,4.86,1,1,1,1,-0.1546908609359157,1,0,0,1,0,0,0,1,-1.1668608896001196,0,1,0
6.0,2.0,2.0,4.0,8.0,4.38,0,1,1,1,-0.1546908609359157,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
10.0,1.0,3.0,5.0,21.0,4.86,0,1,1,1,0.7547088782290502,0,0,0,0,0,1,0,0,-0.5719935445328489,0,0,1
6.0,2.0,2.0,4.0,43.0,4.86,1,1,1,1,-0.2638188296357116,1,0,0,0,0,1,0,0,1.245656676506034,0,1,0
4.0,1.0,1.0,2.0,203.0,4.74,1,1,1,1,-0.19106685050251432,0,0,0,0,0,0,0,1,-1.1734705267675336,0,1,0
4.0,1.0,1.0,2.0,49.0,4.71,0,1,1,1,-0.22744284006911297,0,0,0,0,0,0,0,1,-0.4287847392388763,1,0,0
2.0,1.0,1.0,1.0,60.0,4.97,1,1,1,1,-0.22744284006911297,0,0,0,0,0,0,0,1,-1.1646576772109816,0,0,0
4.0,1.0,2.0,2.0,0.0,4.6000000000000005,0,0,1,0,6.465739240185036,0,0,0,1,0,0,0,1,1.245656676506034,0,1,0
8.0,3.0,3.0,4.0,21.0,4.86,1,1,1,1,-0.08193888180271842,1,0,0,0,0,1,0,0,-0.8319726064511376,0,0,1
2.0,1.0,1.0,2.0,1044.0,4.75,1,1,1,1,-0.2638188296357116,1,0,0,1,0,0,0,1,1.245656676506034,0,0,0
4.0,2.0,2.0,3.0,25.0,4.8,0,1,1,1,-0.19106685050251432,1,0,0,0,0,0,0,0,1.245656676506034,0,1,0
8.0,2.0,3.0,4.0,48.0,4.5,0,1,1,1,-0.19106685050251432,1,0,0,0,0,0,0,0,1.245656676506034,1,0,0
2.0,1.0,1.0,2.0,1164.0,4.65,1,1,1,1,-0.2638188296357116,1,0,0,1,0,0,0,1,1.245656676506034,0,0,0
4.0,1.0,1.0,2.0,69.0,4.9,1,1,1,1,-0.22744284006911297,0,0,0,1,0,0,0,1,1.245656676506034,0,1,0
2.0,1.0,0.0,4.0,1234.0,4.66,1,1,1,1,-0.2638188296357116,1,0,0,1,0,0,0,1,1.245656676506034,0,0,0
2.0,1.0,1.0,2.0,44.0,4.91,0,1,1,1,0.7910848677956488,0,0,0,0,0,1,0,0,1.245656676506034,0,0,1
6.0,2.0,3.0,4.0,55.0,4.53,1,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,0,1.245656676506034,0,1,0
4.0,2.0,2.0,2.0,18.0,4.72,1,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,0,1.245656676506034,0,1,0
2.0,1.0,0.0,1.0,147.0,4.78,0,1,1,1,-0.19106685050251432,1,0,0,0,0,0,0,0,-1.1668608896001196,0,1,0
4.0,2.0,1.0,2.0,47.0,4.83,0,1,1,1,-0.11831487136931705,0,0,0,0,0,0,0,1,1.245656676506034,0,1,0
1.0,1.0,0.0,1.0,190.0,4.87,1,1,1,1,-0.2638188296357116,0,0,0,0,0,1,0,0,1.245656676506034,0,1,0
4.0,1.0,1.0,2.0,139.0,4.83,1,1,1,1,-0.1546908609359157,0,0,0,0,0,0,0,1,-1.0346681462518372,0,1,0
4.0,1.0,1.0,2.0,36.0,4.81,1,1,1,1,-0.22744284006911297,0,0,0,0,0,0,0,1,1.245656676506034,0,1,0
3.0,1.0,1.0,2.0,428.0,4.94,1,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,0,-1.1866898011023619,0,0,1
4.0,1.0,1.0,1.0,26.0,4.69,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,-0.4287847392388763,0,1,0
4.0,1.0,1.0,4.0,114.0,4.8,0,1,1,1,-0.22744284006911297,1,0,0,0,0,1,0,0,-0.8363790312294136,0,1,0
4.0,2.0,2.0,3.0,82.0,4.99,1,1,1,1,-0.11831487136931705,1,0,0,0,0,0,0,1,-1.0346681462518372,0,0,1
5.0,2.0,2.0,3.0,186.0,4.87,1,1,1,1,-0.1546908609359157,0,0,0,0,0,0,0,0,1.245656676506034,0,1,0
2.0,1.0,0.0,1.0,210.0,4.86,1,1,1,1,-0.22744284006911297,0,0,0,0,0,1,0,0,-1.1668608896001196,0,1,0
8.0,3.0,3.0,4.0,7.0,5.0,0,1,1,1,0.3909489825630639,0,0,0,0,0,1,0,0,-0.4287847392388763,0,0,1
6.0,3.0,3.0,6.0,184.0,4.67,1,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,0,0
4.0,1.0,1.0,2.0,99.0,4.77,1,1,1,1,-0.19106685050251432,0,0,0,0,0,0,1,0,-1.0126360223604567,0,0,1
6.0,2.0,2.0,2.0,136.0,4.93,1,1,1,1,-0.19106685050251432,0,0,0,0,0,0,0,0,-1.133812703763049,0,1,0
2.0,1.0,1.0,1.0,297.0,4.83,1,1,1,1,-0.2638188296357116,1,0,0,0,0,1,0,0,1.245656676506034,0,1,0
2.0,1.0,1.0,1.0,142.0,4.87,1,0,1,1,-0.19106685050251432,1,0,0,0,0,0,0,0,1.245656676506034,0,0,1
2.0,1.0,1.0,2.0,55.0,4.83,0,1,1,1,-0.22744284006911297,0,1,0,1,0,0,0,0,-1.1668608896001196,1,0,0
4.0,1.0,0.0,1.0,171.0,4.89,0,0,1,1,0.7910848677956488,1,0,0,0,0,1,0,0,1.245656676506034,0,1,0
2.0,1.0,0.0,1.0,320.0,4.98,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,0,-1.1668608896001196,1,0,0
2.0,1.0,1.0,1.0,0.0,4.8566666666666665,1,1,1,0,-0.2638188296357116,1,0,0,0,0,1,0,0,1.245656676506034,0,1,0
4.0,2.0,2.0,3.0,52.0,4.94,1,1,1,1,-0.11831487136931705,0,0,0,0,0,0,0,1,-1.140422340930463,0,1,0
3.0,1.0,0.0,2.0,86.0,4.57,0,1,1,1,-0.22744284006911297,1,0,0,0,0,1,0,0,1.245656676506034,0,1,0
4.0,2.0,2.0,2.0,105.0,4.87,1,1,1,1,-0.1546908609359157,1,0,0,0,0,0,0,1,-0.9685717745776959,0,1,0
2.0,1.0,1.0,2.0,39.0,4.54,0,1,1,1,-0.19106685050251432,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
6.0,3.0,3.0,5.0,0.0,4.446666666666666,0,0,1,0,-0.045562892236119784,1,0,0,0,0,0,0,0,1.245656676506034,0,1,0
4.0,1.0,1.0,2.0,1.0,5.0,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
4.0,1.0,1.0,2.0,7.0,4.14,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
4.0,2.0,1.0,2.0,17.0,5.0,1,1,1,1,-0.11831487136931705,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
2.0,1.0,1.0,1.0,87.0,4.74,1,1,1,1,-0.1546908609359157,0,0,0,0,0,0,0,1,-1.1007645179259784,0,1,0
4.0,1.0,1.0,2.0,130.0,4.87,1,1,1,1,0.7910848677956488,0,0,0,0,0,1,0,0,-1.0346681462518372,0,0,1
2.0,1.0,1.0,2.0,201.0,4.91,1,1,1,1,-0.22744284006911297,0,0,0,0,0,0,0,1,-0.8363790312294136,0,1,0
5.0,1.0,2.0,3.0,121.0,4.89,1,1,1,1,-0.19106685050251432,1,0,0,0,0,0,0,0,1.245656676506034,0,1,0
5.0,1.0,1.0,2.0,75.0,4.93,1,1,1,1,-0.19106685050251432,1,0,0,0,0,0,0,0,1.245656676506034,0,1,0
4.0,1.0,1.0,2.0,53.0,4.77,1,1,1,1,-0.2638188296357116,1,0,0,0,0,1,0,0,1.245656676506034,0,1,0
2.0,1.0,0.0,1.0,245.0,4.64,1,1,1,1,-0.2638188296357116,0,0,0,0,0,0,0,1,-1.1778769515458098,0,1,0
6.0,2.0,2.0,4.0,18.0,4.61,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
4.0,2.0,1.0,2.0,5.0,4.8,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
4.0,1.0,1.0,2.0,11.0,4.55,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
4.0,1.0,1.0,2.0,10.0,4.3,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
6.0,3.0,3.0,4.0,88.0,4.95,1,1,1,1,-0.11831487136931705,1,0,0,0,0,0,1,0,1.245656676506034,0,1,0
4.0,1.0,1.0,3.0,18.0,4.83,1,1,1,1,0.7547088782290502,0,0,0,0,0,1,0,0,-0.8363790312294136,0,1,0
2.0,1.0,1.0,1.0,137.0,4.93,1,0,1,1,-0.22744284006911297,0,1,0,1,0,0,0,0,-1.1690641019892576,1,0,0
4.0,1.0,1.0,2.0,14.0,4.5,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
6.0,2.0,2.0,4.0,1.0,5.0,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
4.0,1.0,1.0,2.0,17.0,4.76,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
4.0,1.0,1.0,2.0,5.0,4.8,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
2.0,1.0,1.0,1.0,37.0,4.97,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
4.0,1.0,1.0,2.0,24.0,4.75,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
4.0,2.0,1.0,2.0,1.0,5.0,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
2.0,1.0,1.0,1.0,11.0,4.82,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
4.0,2.0,1.0,2.0,3.0,4.33,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
6.0,2.0,2.0,4.0,8.0,5.0,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
2.0,1.0,1.0,1.0,4.0,4.75,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
4.0,2.0,1.0,2.0,1.0,4.0,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
4.0,1.0,1.0,2.0,2.0,4.0,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
4.0,1.0,1.0,2.0,2.0,4.5,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
4.0,1.0,1.0,1.0,4.0,5.0,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
4.0,1.0,1.0,2.0,15.0,4.73,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
4.0,2.0,2.0,3.0,5.0,5.0,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
4.0,1.0,1.0,2.0,9.0,4.22,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
4.0,1.0,1.0,2.0,8.0,4.63,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
4.0,2.0,1.0,2.0,4.0,4.5,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
4.0,2.0,1.0,2.0,2.0,5.0,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
4.0,1.0,1.0,2.0,5.0,5.0,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
6.0,2.0,2.0,4.0,5.0,4.4,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
6.0,2.0,2.0,3.0,10.0,4.9,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
4.0,1.0,1.0,2.0,21.0,4.81,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
4.0,1.0,1.0,2.0,5.0,4.8,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
6.0,2.0,2.0,3.0,1.0,5.0,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
4.0,2.0,1.0,2.0,3.0,5.0,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
4.0,1.0,0.0,2.0,75.0,4.37,0,1,1,1,-0.22744284006911297,1,0,0,1,0,1,0,0,1.245656676506034,0,1,0
6.0,2.0,2.0,4.0,7.0,3.86,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
6.0,2.0,2.0,4.0,21.0,4.71,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
6.0,2.0,2.0,3.0,12.0,4.92,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
4.0,2.0,2.0,2.0,5.0,5.0,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
4.0,1.0,1.0,2.0,10.0,4.1,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
6.0,2.0,2.0,4.0,18.0,4.33,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
4.0,1.0,2.0,2.0,47.0,4.83,1,1,1,1,-0.22744284006911297,0,0,0,0,0,0,0,1,-1.1646576772109816,0,0,0
6.0,2.0,2.0,3.0,126.0,4.94,1,1,1,1,-0.1546908609359157,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
4.0,1.0,1.0,3.0,113.0,4.93,1,1,1,1,-0.19106685050251432,1,0,0,0,0,1,0,0,-1.014839234749595,0,0,1
5.0,2.0,2.0,4.0,191.0,4.87,1,1,1,1,-0.1546908609359157,0,0,0,0,0,0,0,0,1.245656676506034,0,1,0
4.0,2.0,2.0,2.0,33.0,4.79,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
4.0,1.0,1.0,2.0,4.0,3.75,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
4.0,1.0,1.0,2.0,10.0,4.6,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
2.0,2.0,1.0,1.0,3.0,5.0,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
4.0,2.0,2.0,2.0,26.0,4.46,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
4.0,2.0,2.0,3.0,11.0,4.64,1,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,0,-0.4287847392388763,0,1,0
4.0,2.0,1.0,2.0,2.0,4.5,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
2.0,1.0,1.0,1.0,88.0,4.92,1,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
14.0,4.0,4.0,8.0,57.0,4.65,0,1,0,1,-0.19106685050251432,1,0,0,0,0,0,1,0,1.245656676506034,0,0,1
2.0,1.0,0.0,1.0,235.0,4.57,0,1,1,1,-0.22744284006911297,1,0,0,0,0,1,0,0,1.245656676506034,0,1,0
6.0,2.0,2.0,4.0,5.0,4.8,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
4.0,1.0,1.0,2.0,6.0,5.0,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
4.0,2.0,2.0,3.0,11.0,4.64,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
2.0,1.0,1.0,1.0,20.0,4.85,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
4.0,2.0,1.0,2.0,2.0,5.0,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
6.0,2.0,2.0,4.0,9.0,4.33,0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
2.0,1.0,0.0,1.0,152.0,4.95,1,1,1,1,-0.2638188296357116,0,0,0,0,0,0,0,1,-1.2109251373828804,0,0,0
6.0,2.0,2.0,3.0,36.0,4.83,1,1,1,1,-0.22744284006911297,0,0,0,0,0,0,1,0,1.245656676506034,0,0,1
4.0,2.0,1.0,2.0,64.0,4.98,1,1,1,1,-0.22744284006911297,0,0,0,0,0,0,0,1,-1.1712673143783956,0,1,0
5.0,2.0,2.0,3.0,23.0,4.57,0,1,1,1,-0.045562892236119784,0,0,0,0,0,0,0,1,1.245656676506034,0,1,0
5.0,2.0,2.0,3.0,39.0,4.97,0,1,1,1,-0.045562892236119784,1,0,0,0,0,0,0,1,-1.191096225880638,0,1,0
