accommodates,bathrooms,bedrooms,host_is_superhost,has_license,has_description,minimum_nights_scaled,is_instant_bookable,is_bathroom_shared,room_type_Hotel room,room_type_Private room,room_type_Shared room,neighbourhood_group_cleansed_Honolulu,neighbourhood_group_cleansed_Kauai,neighbourhood_group_cleansed_Maui,maximum_nights_scaled,neighbourhood_group_1,neighbourhood_group_2,neighbourhood_group_3
4.0,1.0,2.0,1,0,1,0.7910848677956488,0,0,0,0,0,1,0,0,1.245656676506034,0,0,1
6.0,2.0,2.0,1,1,1,-0.22744284006911297,0,0,0,0,0,0,1,0,-1.1888930134915,0,0,1
6.0,2.0,2.0,1,1,1,0.06356507646367612,1,0,0,0,0,0,0,0,1.245656676506034,0,1,0
3.0,1.0,1.0,1,1,1,-0.19106685050251432,1,0,0,0,0,1,0,0,-1.1007645179259784,0,1,0
6.0,2.0,2.0,1,1,1,-0.19106685050251432,0,0,0,0,0,0,0,1,-1.1712673143783956,1,0,0
8.0,2.710585288201731,3.0,1,1,1,-0.2638188296357116,1,0,0,0,0,1,0,0,0.08897017220856304,0,0,1
3.0,1.0,0.0,1,1,1,-0.19106685050251432,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
6.0,1.0,2.0,0,1,1,-0.22744284006911297,1,0,0,0,0,0,1,0,1.245656676506034,0,0,1
2.0,1.0,0.0,0,1,1,-0.22744284006911297,1,0,0,0,0,0,0,0,1.245656676506034,1,0,0
4.0,1.0,1.0,1,1,1,-0.22744284006911297,1,0,0,0,0,0,1,0,1.245656676506034,0,0,1
4.0,1.0,1.0045742229136023,1,1,1,-0.045562892236119784,0,0,0,0,0,0,1,0,-1.2175347745502945,0,1,0
3.0,1.0,1.0,0,1,1,0.7910848677956488,0,0,0,0,0,1,0,0,1.245656676506034,0,0,1
3.0,1.0,1.0,0,0,1,-0.19106685050251432,0,0,0,0,0,0,0,0,1.245656676506034,1,0,0
4.0,1.0,1.0,0,1,1,0.1363170555968734,0,0,0,0,0,0,0,1,-1.2065187126046042,0,1,0
6.0,1.0,3.0,0,0,1,-0.2638188296357116,0,0,0,0,0,0,0,0,-1.1007645179259784,1,0,0
4.0,1.0,1.0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,-0.4287847392388763,0,1,0
10.0,2.0,3.0,1,1,1,-0.22744284006911297,1,0,0,0,0,0,1,0,1.245656676506034,0,0,1
2.0,1.0,1.0,0,0,1,-0.2638188296357116,0,1,0,1,0,0,0,0,-1.1007645179259784,1,0,0
3.0,1.0,1.0,0,1,1,-0.11831487136931705,1,0,0,0,0,0,0,0,-0.4287847392388763,0,1,0
4.0,2.0,2.0,0,1,1,0.7910848677956488,0,0,0,0,0,0,1,0,-1.0346681462518372,0,0,1
3.0,1.0,1.0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,0,0,-0.4287847392388763,0,1,0
6.0,2.0,2.0,0,0,1,6.247483302785445,1,0,0,0,0,0,0,1,-0.4287847392388763,0,1,0
9.0,3.0,4.0,1,1,1,-0.22744284006911297,0,0,0,0,0,0,0,0,-1.1888930134915,0,1,0
4.0,1.0,1.0,1,0,1,-0.19106685050251432,0,0,0,0,0,0,0,0,1.245656676506034,0,1,0
4.0,1.0,1.0,1,1,1,-0.22744284006911297,0,0,0,0,0,0,1,0,-0.4287847392388763,0,0,1
16.0,6.0,5.0,1,1,1,-0.1546908609359157,1,0,0,0,0,0,0,0,1.245656676506034,0,1,0
6.0,2.0,3.0,1,1,1,-0.045562892236119784,0,0,0,0,0,0,0,1,-1.1734705267675336,0,0,1
8.0,3.0,3.0,1,1,1,-0.22744284006911297,1,0,0,0,0,0,0,1,-0.8363790312294136,0,1,0
4.0,1.0,2.0,1,0,1,0.06356507646367612,0,0,0,0,0,0,0,0,-1.1668608896001196,1,0,0
2.0,1.0,1.0,0,1,1,-0.11831487136931705,1,0,0,0,0,0,0,0,-0.4287847392388763,0,1,0
3.0,1.0,1.0,0,1,1,-0.11831487136931705,1,0,0,0,0,0,0,0,-0.4287847392388763,0,1,0
2.0,1.0,1.0,0,1,1,-0.11831487136931705,1,0,0,0,0,0,0,0,-0.4287847392388763,0,1,0
2.0,1.0,1.0,0,1,1,-0.19106685050251432,1,0,0,0,0,0,0,0,-0.4287847392388763,0,1,0
2.0,1.0,1.0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,0,0,-0.4287847392388763,0,1,0
3.0,1.0,1.0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,0,0,-0.4287847392388763,0,1,0
3.0,2.0,1.0,0,1,1,0.7547088782290502,1,0,0,0,0,0,0,0,-0.4287847392388763,0,1,0
4.0,2.0,1.0,0,1,1,-0.19106685050251432,1,0,0,0,0,0,0,0,-0.4287847392388763,0,1,0
3.0,1.0,1.0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,0,0,-0.4287847392388763,0,1,0
4.0,1.0,1.0,0,1,1,-0.22744284006911297,0,0,0,0,0,0,0,1,0.3753877827965082,0,0,1
12.0,4.0,4.0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,1,0,1.245656676506034,0,0,1
2.0,1.0,1.0,0,1,1,-0.22744284006911297,1,0,0,0,0,0,0,0,1.245656676506034,1,0,0
4.0,2.0,1.0,1,1,1,-0.2638188296357116,0,0,0,0,0,1,0,0,-1.0346681462518372,0,0,1
5.0,2.0,2.0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,1,0,1.245656676506034,0,1,0
8.0,2.0,2.0,0,1,1,-0.1546908609359157,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
3.0,1.0,0.0,1,1,1,-0.2638188296357116,1,0,0,0,0,1,0,0,-0.4287847392388763,0,1,0
4.0,2.0,1.0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,-0.4287847392388763,0,1,0
6.0,2.0,2.0,1,0,1,-0.22744284006911297,0,0,0,0,0,0,0,0,1.245656676506034,0,1,0
4.0,1.0,1.0,1,1,1,-0.2638188296357116,0,0,0,0,0,0,0,1,1.245656676506034,0,1,0
5.0,1.0,1.0,0,1,1,-0.2638188296357116,1,0,0,0,0,1,0,0,-1.1007645179259784,0,1,0
4.0,2.0,1.0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,1,0,1.245656676506034,0,0,1
4.0,2.0,2.0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,1,0,-0.4287847392388763,0,0,1
8.0,2.0,3.0,1,1,1,-0.22744284006911297,1,0,0,0,0,0,1,0,0.309291411122367,0,1,0
4.0,2.0,1.0,0,1,1,-0.1546908609359157,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
6.0,2.0,3.0,0,0,1,0.7910848677956488,0,0,0,0,0,1,0,0,-1.0346681462518372,0,1,0
6.0,2.0,2.0,1,1,1,-0.19106685050251432,0,0,0,0,0,0,1,0,1.245656676506034,0,1,0
4.0,2.0,2.0,1,1,1,-0.2638188296357116,0,0,0,0,0,0,0,1,1.245656676506034,0,1,0
8.0,2.0,2.0,1,1,1,-0.22744284006911297,1,0,0,0,0,0,0,1,-0.8363790312294136,0,1,0
4.0,1.0,1.0,0,0,1,3.0100202313581654,0,1,0,1,0,1,0,0,-0.4287847392388763,0,0,1
2.0,1.0,1.0,1,1,1,-0.1546908609359157,0,0,0,0,0,0,1,0,1.245656676506034,0,1,0
2.0,1.0,1.0,1,0,1,-0.22744284006911297,0,0,0,0,0,0,0,0,-1.2021122878263282,1,0,0
3.0,1.0,0.0,1,1,1,-0.2638188296357116,0,0,0,0,0,1,0,0,1.245656676506034,0,1,0
6.0,2.0,2.0,0,1,0,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
4.0,1.0,1.0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,1,0,1.245656676506034,0,0,1
2.0,1.0,1.0,1,0,1,-0.2638188296357116,0,0,0,0,0,0,0,0,-1.2021122878263282,1,0,0
4.0,1.0,1.0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,1,0,1.245656676506034,0,0,1
4.0,1.0,1.0,0,1,1,-0.2638188296357116,0,0,0,1,0,1,0,0,1.245656676506034,0,1,0
3.0,1.0,1.0,1,1,1,-0.2638188296357116,1,0,0,1,0,1,0,0,-1.2175347745502945,0,1,0
2.0,1.0,1.0,1,1,1,-0.2638188296357116,1,0,0,1,0,1,0,0,-1.2175347745502945,0,1,0
8.0,3.0,3.0,1,1,1,-0.11831487136931705,0,0,0,0,0,0,0,0,-1.1668608896001196,0,1,0
4.0,2.0,0.0,0,0,1,0.7910848677956488,1,0,0,0,0,1,0,0,1.245656676506034,0,1,0
4.0,1.0,1.0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,1,0,1.245656676506034,0,0,1
4.0,1.0,1.0,1,1,1,-0.22744284006911297,0,0,0,1,0,0,0,1,-1.1668608896001196,0,1,0
6.0,3.0,2.0,1,1,1,-0.19106685050251432,0,0,0,0,0,0,1,0,1.245656676506034,0,0,1
4.0,1.0,1.0,1,1,1,-0.22744284006911297,0,0,0,0,0,0,0,1,0.35335565890512777,0,1,0
3.0,1.0,0.0,0,1,1,-0.22744284006911297,0,0,0,0,0,1,0,0,-0.9685717745776959,0,1,0
5.0,2.0,2.0,0,1,1,-0.1546908609359157,0,0,0,0,0,0,0,1,-1.1866898011023619,0,1,0
4.0,1.0,0.0,0,1,1,-0.045562892236119784,1,0,0,0,0,0,0,1,-1.2175347745502945,0,1,0
2.0,1.0,2.0,1,1,1,-0.2638188296357116,0,0,0,0,0,0,0,0,-0.43098795162801434,1,0,0
2.0,1.0,0.0,1,1,1,-0.22744284006911297,0,0,0,0,0,0,0,1,-0.4287847392388763,0,1,0
6.0,2.0,2.0,1,1,1,-0.045562892236119784,0,0,0,0,0,0,1,0,-1.2175347745502945,0,0,1
4.0,1.0,0.0,0,1,1,0.7910848677956488,0,0,0,0,0,1,0,0,1.245656676506034,0,0,1
4.0,1.0,1.0,1,0,1,-0.22744284006911297,0,0,0,0,0,0,0,0,1.245656676506034,0,1,0
6.0,2.0,2.0,1,0,1,-0.22744284006911297,0,0,0,0,0,0,0,0,1.245656676506034,0,1,0
4.0,1.0,1.0,1,1,1,-0.1546908609359157,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
4.0,1.0,1.0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,1,0,1.245656676506034,0,0,1
6.0,1.0,1.0,0,1,1,-0.19106685050251432,0,0,0,0,0,1,0,0,-1.1778769515458098,0,1,0
4.0,1.0,1.0,1,1,1,-0.19106685050251432,0,0,0,0,0,0,0,1,-1.1712673143783956,0,1,0
6.0,2.0,1.0,1,1,1,-0.19106685050251432,1,0,0,0,0,0,0,1,-0.4287847392388763,0,1,0
4.0,1.0,0.0,1,1,1,-0.2638188296357116,1,0,0,0,0,1,0,0,1.245656676506034,0,1,0
6.0,2.0,2.0,1,0,1,-0.22744284006911297,0,0,0,0,0,0,0,0,1.245656676506034,0,1,0
4.0,1.0,1.0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,1,0,1.245656676506034,0,0,1
5.0,2.0,2.0,0,1,1,-0.22744284006911297,1,0,0,0,0,0,0,1,-0.4287847392388763,0,1,0
3.0,1.0,1.0,0,1,1,-0.22744284006911297,0,0,0,0,0,1,0,0,-1.023652084306147,0,1,0
6.0,2.0,2.0,1,1,1,-0.19106685050251432,0,0,0,0,0,0,0,1,-1.1734705267675336,0,1,0
4.0,2.0,2.0,1,1,1,-0.22744284006911297,1,0,0,0,0,0,1,0,1.245656676506034,0,0,1
6.0,2.0,2.0,0,1,1,-0.1546908609359157,0,0,0,0,0,1,0,0,-1.2021122878263282,0,1,0
4.0,1.0,0.0,1,1,1,-0.2638188296357116,0,0,0,0,0,0,0,1,-0.4287847392388763,0,1,0
6.0,1.0,2.0,1,1,1,-0.19106685050251432,0,0,0,0,0,1,0,0,1.245656676506034,0,1,0
8.0,3.0,4.0,1,1,1,-0.19106685050251432,0,0,0,0,0,0,1,0,1.245656676506034,0,0,1
6.0,2.0,2.0,1,1,1,-0.19106685050251432,0,0,0,0,0,0,1,0,1.245656676506034,0,0,1
6.0,2.0,2.0,1,0,1,-0.19106685050251432,0,0,0,0,0,0,0,0,1.245656676506034,0,1,0
6.0,2.0,3.0,0,1,1,-0.1546908609359157,1,0,0,0,0,0,0,0,1.245656676506034,0,1,0
4.0,1.0,1.0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
3.0,1.0,0.0,1,1,1,-0.2638188296357116,0,0,0,0,0,1,0,0,-1.1007645179259784,0,1,0
4.0,1.0,1.0,0,1,1,-0.2638188296357116,1,0,0,0,0,1,0,0,1.245656676506034,0,1,0
8.0,3.0,4.0,1,1,1,0.06356507646367612,1,0,0,0,0,0,0,0,1.245656676506034,0,1,0
4.0,1.0,2.0,0,0,1,-0.045562892236119784,0,0,0,0,0,0,0,0,-1.1668608896001196,1,0,0
2.0,1.0,1.0,0,1,1,-0.045562892236119784,0,0,0,0,0,1,0,0,-0.8363790312294136,0,1,0
2.0,1.0,1.0,0,1,1,-0.2638188296357116,1,0,0,0,0,1,0,0,-0.4287847392388763,0,1,0
2.0,1.0,1.0,1,1,1,-0.22744284006911297,1,0,0,1,0,1,0,0,-0.4287847392388763,0,1,0
4.0,1.0,1.0,0,0,1,0.7547088782290502,0,0,0,0,0,1,0,0,-0.8363790312294136,0,0,1
2.0,1.0,1.0,1,1,1,-0.22744284006911297,1,0,0,0,0,1,0,0,-1.1007645179259784,0,1,0
4.0,1.0,2.0,1,1,1,-0.045562892236119784,0,0,0,0,0,0,0,1,-1.1734705267675336,0,0,1
4.0,1.0,1.0,0,1,0,-0.22744284006911297,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
4.0,2.0,2.0,1,0,1,-0.22744284006911297,0,0,0,0,0,0,0,0,-0.4287847392388763,0,1,0
6.0,2.0,2.0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,1,0,1.245656676506034,0,1,0
4.0,1.0,1.0,1,1,1,-0.11831487136931705,0,0,0,0,0,0,0,1,-0.4287847392388763,0,1,0
15.0,5.0,5.0,1,1,1,-0.19106685050251432,0,0,0,0,0,0,0,0,-1.1668608896001196,0,1,0
6.0,2.0,2.0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,1,0,1.245656676506034,0,0,1
6.0,2.0,2.0,1,1,1,-0.19106685050251432,0,0,0,0,0,0,0,1,-1.1448287657087393,0,1,0
4.0,2.0,1.0,0,1,1,-0.1546908609359157,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
4.0,2.0,1.0,1,1,1,-0.22744284006911297,0,0,0,0,0,0,1,0,-0.4287847392388763,0,1,0
4.0,1.0,1.0,1,1,1,-0.22744284006911297,0,0,0,0,0,0,1,0,-0.4287847392388763,0,0,1
5.0,1.0,1.0,0,1,1,-0.19106685050251432,0,0,0,0,0,1,0,0,-1.1712673143783956,0,1,0
8.0,4.0,4.0,1,1,0,-0.2638188296357116,1,0,0,0,0,0,0,0,1.245656676506034,0,1,0
2.0,1.0,0.0,0,1,1,-0.2638188296357116,1,0,0,0,0,1,0,0,-0.4287847392388763,0,1,0
8.0,2.0,2.0,1,1,1,-0.1546908609359157,0,0,0,1,0,0,0,1,1.245656676506034,0,1,0
2.0,1.0,1.0,0,1,1,0.7910848677956488,0,0,0,1,0,1,0,0,-0.4287847392388763,0,0,1
6.0,2.0,2.0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
6.0,2.0,2.0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
6.0,2.0,2.0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
4.0,1.0,1.0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
4.0,2.0,2.0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
10.0,3.0,3.0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
8.0,2.0,2.0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
8.0,3.0,3.0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
6.0,2.0,2.0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
6.0,2.0,2.0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
6.0,2.0,2.0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
5.0,2.0,1.0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
6.0,2.0,2.0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
6.0,2.0,2.0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
8.0,2.0,2.0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
8.0,3.0,3.0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
8.0,3.0,3.0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
4.0,1.0,1.0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
6.0,2.0,2.0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
6.0,1.0,2.0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,1,0,-0.4287847392388763,0,0,1
6.0,2.0,2.0,1,1,1,-0.19106685050251432,0,0,0,0,0,0,0,1,-1.0126360223604567,0,1,0
6.0,2.0,2.0,0,1,1,-0.2638188296357116,0,0,0,0,0,0,0,1,1.245656676506034,0,1,0
2.0,1.0,1.0,1,0,1,-0.2638188296357116,0,0,0,0,0,0,0,0,-1.2065187126046042,1,0,0
4.0,1.0,1.0,1,1,1,-0.22744284006911297,1,0,0,0,0,0,0,1,1.245656676506034,1,0,0
6.0,2.0,2.0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
6.0,2.0,2.0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
6.0,1.0,2.0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
4.0,1.0,1.0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
5.0,1.0,2.0,0,0,1,-0.2638188296357116,0,0,0,0,0,0,0,0,-1.1007645179259784,1,0,0
4.0,2.0,1.0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
6.0,2.0,2.0,1,1,1,-0.22744284006911297,0,0,0,0,0,0,1,0,-0.4287847392388763,0,1,0
16.0,3.0,6.0,1,0,1,-0.19106685050251432,0,0,0,0,0,0,0,0,-1.2021122878263282,1,0,0
4.0,2.0,1.0,1,1,1,-0.11831487136931705,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
4.0,1.0,1.0,0,1,1,-0.2638188296357116,0,0,0,0,0,1,0,0,-1.1977058630480522,0,1,0
6.0,3.0,3.0,0,1,1,-0.045562892236119784,0,0,0,0,0,0,0,0,-1.1668608896001196,0,1,0
4.0,1.0,1.0,0,0,1,-0.22744284006911297,0,0,0,0,0,0,0,0,-1.2021122878263282,0,1,0
6.0,2.0,2.0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
6.0,2.0,2.0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
6.0,2.0,2.0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
6.0,1.0,2.0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
8.0,2.0,2.0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
4.0,1.0,0.0,1,1,1,-0.2638188296357116,0,0,0,0,0,0,1,0,-1.1734705267675336,0,0,1
2.0,1.0,1.0,1,1,0,-0.2638188296357116,1,0,0,0,0,0,0,0,1.245656676506034,0,1,0
6.0,2.0,2.0,0,1,0,-0.22744284006911297,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
6.0,2.0,2.0,1,1,1,-0.19106685050251432,1,0,0,0,0,0,0,1,-1.0346681462518372,0,1,0
6.0,2.0,2.0,1,1,1,-0.045562892236119784,0,0,0,0,0,0,0,1,-1.2175347745502945,0,1,0
5.0,2.0,2.0,1,0,1,-0.11831487136931705,0,0,0,0,0,0,0,0,-1.2021122878263282,0,1,0
8.0,3.0,4.0,1,1,1,-0.19106685050251432,1,0,0,0,0,0,1,0,1.245656676506034,0,0,1
6.0,2.0,2.0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
10.0,3.0,3.0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
10.0,3.0,3.0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
6.0,2.0,2.0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
2.0,1.0,1.0,0,0,1,6.247483302785445,1,1,0,1,0,0,0,1,-0.8341758188402756,0,0,1
16.0,6.0,3.0,0,1,0,-0.19106685050251432,1,0,0,0,0,0,0,0,1.245656676506034,0,0,1
4.0,1.0,1.0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
8.0,2.0,3.0,0,1,1,-0.2638188296357116,0,0,0,0,0,0,0,1,-1.1558448276544293,0,1,0
4.0,1.0,1.0,1,0,1,0.7910848677956488,0,0,0,0,0,1,0,0,-0.9685717745776959,0,1,0
4.0,1.0,0.0,0,1,1,-0.2638188296357116,0,0,0,0,0,1,0,0,1.245656676506034,0,1,0
4.0,1.0,1.0,0,1,1,-0.2638188296357116,0,0,0,0,0,1,0,0,1.245656676506034,0,1,0
6.0,2.0,2.0,0,1,1,0.7183328886624515,0,0,0,0,0,1,0,0,0.3753877827965082,0,1,0
6.0,2.0,2.0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
6.0,2.0,2.0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
8.0,3.0,3.0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
8.0,3.0,3.0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
6.0,2.0,2.0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
6.0,2.0,2.0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,1,0,1.245656676506034,0,0,1
4.0,1.0,1.0,0,0,1,0.7547088782290502,0,0,0,0,0,1,0,0,-0.4287847392388763,0,1,0
2.0,1.0,1.0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,0,-1.1668608896001196,0,1,0
4.0,1.0,1.0,1,1,1,-0.22744284006911297,1,0,0,0,0,0,0,0,-1.1668608896001196,0,1,0
4.0,2.0,2.0,1,1,1,-0.1546908609359157,0,0,0,0,0,0,1,0,-1.0346681462518372,0,1,0
10.0,3.0,4.0,1,1,1,-0.19106685050251432,0,0,0,0,0,0,0,0,-0.4287847392388763,0,1,0
2.0,1.0,1.0,0,1,1,0.7910848677956488,0,1,0,1,0,0,0,0,-1.0126360223604567,1,0,0
6.0,2.0,3.0,1,1,1,-0.19106685050251432,0,0,0,0,0,0,0,0,-1.2021122878263282,0,1,0
5.0,2.0,2.0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,1,0,-0.4287847392388763,0,0,1
6.0,3.0,2.0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
2.0,1.0,1.0,1,1,1,-0.2638188296357116,0,0,0,1,0,0,0,0,-1.1866898011023619,0,1,0
4.0,2.0,2.0,1,1,1,-0.19106685050251432,0,0,0,0,0,0,1,0,-1.0346681462518372,0,1,0
5.0,2.0,1.0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
4.0,1.0,1.0,1,1,1,-0.19106685050251432,0,0,0,0,0,0,1,0,1.245656676506034,0,1,0
2.0,1.0,1.0,1,1,1,-0.1546908609359157,0,0,0,0,0,0,1,0,1.245656676506034,0,1,0
2.0,1.0,1.0,1,0,1,-0.2638188296357116,1,0,0,0,0,0,0,0,-1.1712673143783956,0,1,0
8.0,3.0,3.0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
8.0,3.0,3.0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
4.0,2.0,1.0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
4.0,1.0,1.0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
4.0,0.9307332291897965,0.0,0,1,1,-0.19106685050251432,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
3.0,1.0,1.0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,0,-1.1448287657087393,1,0,0
3.0,1.0,1.0,1,1,1,-0.22744284006911297,0,0,0,0,0,0,0,1,-1.1646576772109816,0,1,0
4.0,2.0,1.0,1,1,1,-0.22744284006911297,0,0,0,0,0,0,1,0,-0.4287847392388763,0,1,0
6.0,2.0,2.0,1,1,1,-0.19106685050251432,0,0,0,0,0,0,0,1,-1.1734705267675336,0,1,0
6.0,2.0,2.0,1,0,1,-0.22744284006911297,1,0,0,0,0,0,0,0,-1.1007645179259784,0,1,0
3.0,1.0,0.0,0,1,1,-0.2638188296357116,1,0,0,0,0,1,0,0,-0.4287847392388763,0,1,0
2.0,2.0,1.0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
4.0,1.0,1.0,1,1,1,-0.22744284006911297,0,0,0,1,0,0,0,1,-1.1668608896001196,0,1,0
6.0,2.0,3.0,1,1,1,-0.19106685050251432,1,0,0,0,0,0,0,1,-0.8363790312294136,0,0,1
6.0,2.0,2.0,0,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
3.0,1.0,0.0,0,0,1,-0.2638188296357116,1,0,0,0,0,0,0,0,-0.4287847392388763,1,0,0
6.0,2.0,2.0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
4.0,2.0,2.0,1,1,1,-0.19106685050251432,0,0,0,0,0,0,1,0,-1.1712673143783956,0,1,0
4.0,1.0,1.0,1,1,1,-0.2638188296357116,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
4.0,1.0,1.0,1,1,1,-0.22744284006911297,0,0,0,0,0,0,0,1,-1.1712673143783956,0,1,0
2.0,2.0,1.0,1,1,1,-0.11831487136931705,0,0,0,0,0,0,0,0,-1.1668608896001196,0,1,0
5.0,2.0,3.0,0,1,1,-0.11831487136931705,0,0,0,0,0,0,0,0,-0.8363790312294136,0,1,0
6.0,2.0,2.0,0,1,1,-0.1546908609359157,1,0,0,0,0,0,0,1,1.245656676506034,0,1,0
4.0,1.0,1.0,1,1,1,-0.1546908609359157,1,0,0,0,0,0,0,1,-0.4287847392388763,0,1,0
3.0,1.0,1.0,1,1,1,-0.1546908609359157,0,0,0,0,0,0,0,1,-1.1007645179259784,0,1,0
